    INFO: 2025-11-07 06:15:12,616:               log.py:   20: Logging to C:\DataOps\dbt_airflow_project\mdpdf.log
   DEBUG: 2025-11-07 06:15:13,508:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,509:      pdf_renderer.py:  470: printSegment: Easy deployment
   DEBUG: 2025-11-07 06:15:13,509:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,510:      pdf_renderer.py:  470: printSegment: Cloud-ready
   DEBUG: 2025-11-07 06:15:13,510:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2025-11-07 06:15:13,511:      pdf_renderer.py:  470: printSegment: Scalability:
   DEBUG: 2025-11-07 06:15:13,511:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,512:      pdf_renderer.py:  470: printSegment: Easy to replicate
   DEBUG: 2025-11-07 06:15:13,512:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,513:      pdf_renderer.py:  470: printSegment: Horizontal scaling
   DEBUG: 2025-11-07 06:15:13,513:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,514:      pdf_renderer.py:  470: printSegment: Resource management
   DEBUG: 2025-11-07 06:15:13,514:      pdf_renderer.py:  470: printSegment:  5 
   DEBUG: 2025-11-07 06:15:13,515:      pdf_renderer.py:  470: printSegment: Development Speed:
   DEBUG: 2025-11-07 06:15:13,515:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,515:      pdf_renderer.py:  470: printSegment: Quick setup
   DEBUG: 2025-11-07 06:15:13,516:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,516:      pdf_renderer.py:  470: printSegment: Easy testing
   DEBUG: 2025-11-07 06:15:13,517:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,517:      pdf_renderer.py:  470: printSegment: Fast iteration
   DEBUG: 2025-11-07 06:15:13,518:      pdf_renderer.py:  470: printSegment: Our Project Stack:
   DEBUG: 2025-11-07 06:15:13,519:      pdf_renderer.py:  470: printSegment: ┌─────────────────┐
   DEBUG: 2025-11-07 06:15:13,520:      pdf_renderer.py:  470: printSegment: │   SQL Server    │ ← Source database
   DEBUG: 2025-11-07 06:15:13,520:      pdf_renderer.py:  470: printSegment: └────────┬────────┘
   DEBUG: 2025-11-07 06:15:13,521:      pdf_renderer.py:  470: printSegment:          │
   DEBUG: 2025-11-07 06:15:13,521:      pdf_renderer.py:  470: printSegment: ┌────────▼────────┐
   DEBUG: 2025-11-07 06:15:13,522:      pdf_renderer.py:  470: printSegment: │      DBT        │ ← Transformations
   DEBUG: 2025-11-07 06:15:13,523:      pdf_renderer.py:  470: printSegment: └────────┬────────┘
   DEBUG: 2025-11-07 06:15:13,523:      pdf_renderer.py:  470: printSegment:          │
   DEBUG: 2025-11-07 06:15:13,524:      pdf_renderer.py:  470: printSegment: ┌────────▼────────┐
   DEBUG: 2025-11-07 06:15:13,524:      pdf_renderer.py:  470: printSegment: │    Airflow      │ ← Orchestration
   DEBUG: 2025-11-07 06:15:13,525:      pdf_renderer.py:  470: printSegment: │  (Web + Sched)  │
   DEBUG: 2025-11-07 06:15:13,526:      pdf_renderer.py:  470: printSegment: └────────┬────────┘
   DEBUG: 2025-11-07 06:15:13,526:      pdf_renderer.py:  470: printSegment:          │
   DEBUG: 2025-11-07 06:15:13,527:      pdf_renderer.py:  470: printSegment: ┌────────▼────────┐
   DEBUG: 2025-11-07 06:15:13,527:      pdf_renderer.py:  470: printSegment: │   PostgreSQL    │ ← Airflow metadata
   DEBUG: 2025-11-07 06:15:13,528:      pdf_renderer.py:  470: printSegment: └─────────────────┘
   DEBUG: 2025-11-07 06:15:13,529:      pdf_renderer.py:  470: printSegment: All running in Docker containers
   DEBUG: 2025-11-07 06:15:13,529:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2025-11-07 06:15:13,530:      pdf_renderer.py:  470: printSegment: Module 7: Data Modeling Best Practices
   DEBUG: 2025-11-07 06:15:13,531:      pdf_renderer.py:  470: printSegment: Naming Conventions
   DEBUG: 2025-11-07 06:15:13,532:      pdf_renderer.py:  470: printSegment: Tables and Views:
   DEBUG: 2025-11-07 06:15:13,533:      pdf_renderer.py:  470: printSegment: ✅ Good:
   DEBUG: 2025-11-07 06:15:13,545:      pdf_renderer.py:  470: printSegment: - stg_customers
   DEBUG: 2025-11-07 06:15:13,546:      pdf_renderer.py:  470: printSegment: - int_customer_orders
   DEBUG: 2025-11-07 06:15:13,547:      pdf_renderer.py:  470: printSegment: - customer_analytics
   DEBUG: 2025-11-07 06:15:13,547:      pdf_renderer.py:  470: printSegment: ❌ Bad:
   DEBUG: 2025-11-07 06:15:13,559:      pdf_renderer.py:  470: printSegment: - CustomerTable
   DEBUG: 2025-11-07 06:15:13,560:      pdf_renderer.py:  470: printSegment: - tbl_customers
   DEBUG: 2025-11-07 06:15:13,560:      pdf_renderer.py:  470: printSegment: - customers_final_v2
   DEBUG: 2025-11-07 06:15:13,561:      pdf_renderer.py:  470: printSegment: Columns:
   DEBUG: 2025-11-07 06:15:13,562:      pdf_renderer.py:  470: printSegment: ✅ Good:
   DEBUG: 2025-11-07 06:15:13,562:      pdf_renderer.py:  470: printSegment: - customer_id
   DEBUG: 2025-11-07 06:15:13,563:      pdf_renderer.py:  470: printSegment: - order_date
   DEBUG: 2025-11-07 06:15:13,563:      pdf_renderer.py:  470: printSegment: - total_amount
   DEBUG: 2025-11-07 06:15:13,564:      pdf_renderer.py:  470: printSegment: ❌ Bad:
   DEBUG: 2025-11-07 06:15:13,564:      pdf_renderer.py:  470: printSegment: - CustomerID
   DEBUG: 2025-11-07 06:15:13,565:      pdf_renderer.py:  470: printSegment: - orderDate
   DEBUG: 2025-11-07 06:15:13,565:      pdf_renderer.py:  470: printSegment: - TotalAmt
   DEBUG: 2025-11-07 06:15:13,566:      pdf_renderer.py:  470: printSegment: Rules:
   DEBUG: 2025-11-07 06:15:13,566:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,567:      pdf_renderer.py:  470: printSegment: Use snake
   DEBUG: 2025-11-07 06:15:13,567:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2025-11-07 06:15:13,568:      pdf_renderer.py:  470: printSegment: case
   DEBUG: 2025-11-07 06:15:13,568:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,569:      pdf_renderer.py:  470: printSegment: Be descriptive
   DEBUG: 2025-11-07 06:15:13,569:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,570:      pdf_renderer.py:  470: printSegment: Avoid abbreviations
   DEBUG: 2025-11-07 06:15:13,571:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,572:      pdf_renderer.py:  470: printSegment: Use prefixes for layers
   DEBUG: 2025-11-07 06:15:13,572:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,573:      pdf_renderer.py:  470: printSegment: Consistent across project
   DEBUG: 2025-11-07 06:15:13,574:      pdf_renderer.py:  470: printSegment: Data Modeling Principles
   DEBUG: 2025-11-07 06:15:13,575:      pdf_renderer.py:  470: printSegment: 1. Single Source of Truth:
   DEBUG: 2025-11-07 06:15:13,575:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,576:      pdf_renderer.py:  470: printSegment: One canonical version of each entity
   DEBUG: 2025-11-07 06:15:13,576:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,577:      pdf_renderer.py:  470: printSegment: Staging layer for raw data
   DEBUG: 2025-11-07 06:15:13,578:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,578:      pdf_renderer.py:  470: printSegment: Marts for analytics
   DEBUG: 2025-11-07 06:15:13,579:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,579:      pdf_renderer.py:  470: printSegment: Clear lineage
   DEBUG: 2025-11-07 06:15:13,580:      pdf_renderer.py:  470: printSegment: 2. DRY (Don
   DEBUG: 2025-11-07 06:15:13,581:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2025-11-07 06:15:13,581:      pdf_renderer.py:  470: printSegment: t Repeat Yourself):
   DEBUG: 2025-11-07 06:15:13,582:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,582:      pdf_renderer.py:  470: printSegment: Reusable intermediate models
   DEBUG: 2025-11-07 06:15:13,583:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,583:      pdf_renderer.py:  470: printSegment: Macros for common logic
   DEBUG: 2025-11-07 06:15:13,584:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,585:      pdf_renderer.py:  470: printSegment: Avoid duplicating transformations
   DEBUG: 2025-11-07 06:15:13,585:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,586:      pdf_renderer.py:  470: printSegment: Modular design
   DEBUG: 2025-11-07 06:15:13,587:      pdf_renderer.py:  470: printSegment: 3. Separation of Concerns:
   DEBUG: 2025-11-07 06:15:13,587:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,588:      pdf_renderer.py:  470: printSegment: Staging: Data cleaning
   DEBUG: 2025-11-07 06:15:13,589:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,590:      pdf_renderer.py:  470: printSegment: Intermediate: Business logic
   DEBUG: 2025-11-07 06:15:13,590:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,591:      pdf_renderer.py:  470: printSegment: Marts: Analytics ready
   DEBUG: 2025-11-07 06:15:13,592:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,592:      pdf_renderer.py:  470: printSegment: Each layer has clear purpose
   DEBUG: 2025-11-07 06:15:13,593:      pdf_renderer.py:  470: printSegment: 4. Incremental Development:
   DEBUG: 2025-11-07 06:15:13,594:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,594:      pdf_renderer.py:  470: printSegment: Start simple
   DEBUG: 2025-11-07 06:15:13,595:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,596:      pdf_renderer.py:  470: printSegment: Add complexity gradually
   DEBUG: 2025-11-07 06:15:13,596:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,597:      pdf_renderer.py:  470: printSegment: Test at each step
   DEBUG: 2025-11-07 06:15:13,597:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,598:      pdf_renderer.py:  470: printSegment: Iterate based on feedback
   DEBUG: 2025-11-07 06:15:13,599:      pdf_renderer.py:  470: printSegment: 5. Documentation:
   DEBUG: 2025-11-07 06:15:13,600:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,600:      pdf_renderer.py:  470: printSegment: Describe models
   DEBUG: 2025-11-07 06:15:13,601:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,601:      pdf_renderer.py:  470: printSegment: Explain business logic
   DEBUG: 2025-11-07 06:15:13,602:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,602:      pdf_renderer.py:  470: printSegment: Document assumptions
   DEBUG: 2025-11-07 06:15:13,603:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,603:      pdf_renderer.py:  470: printSegment: Keep updated
   DEBUG: 2025-11-07 06:15:13,604:      pdf_renderer.py:  470: printSegment: Slowly Changing Dimensions (SCD)
   DEBUG: 2025-11-07 06:15:13,605:      pdf_renderer.py:  470: printSegment: Type 0: Retain Original
   DEBUG: 2025-11-07 06:15:13,606:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,606:      pdf_renderer.py:  470: printSegment: Never changes
   DEBUG: 2025-11-07 06:15:13,607:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,608:      pdf_renderer.py:  470: printSegment: Historical data only
   DEBUG: 2025-11-07 06:15:13,608:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,609:      pdf_renderer.py:  470: printSegment: Example: Birth date
   DEBUG: 2025-11-07 06:15:13,609:      pdf_renderer.py:  470: printSegment: Type 1: Overwrite
   DEBUG: 2025-11-07 06:15:13,610:      pdf_renderer.py:  470: printSegment: UPDATE customers
   DEBUG: 2025-11-07 06:15:13,611:      pdf_renderer.py:  470: printSegment: SET email = 'new@email.com'
   DEBUG: 2025-11-07 06:15:13,611:      pdf_renderer.py:  470: printSegment: WHERE customer_id = 123
   DEBUG: 2025-11-07 06:15:13,612:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,612:      pdf_renderer.py:  470: printSegment: No history kept
   DEBUG: 2025-11-07 06:15:13,613:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,613:      pdf_renderer.py:  470: printSegment: Simple
   DEBUG: 2025-11-07 06:15:13,614:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,615:      pdf_renderer.py:  470: printSegment: Example: Typo corrections
   DEBUG: 2025-11-07 06:15:13,615:      pdf_renderer.py:  470: printSegment: Type 2: Add New Row
   DEBUG: 2025-11-07 06:15:13,616:      pdf_renderer.py:  470: printSegment: customer_id | name  | email         | valid_from | valid_to   |
   DEBUG: 2025-11-07 06:15:13,617:      pdf_renderer.py:  470: printSegment: is_current
   DEBUG: 2025-11-07 06:15:13,618:      pdf_renderer.py:  470: printSegment: 1          | John  | old@email.com | 2020-01-01 | 2023-01-01 |
   DEBUG: 2025-11-07 06:15:13,619:      pdf_renderer.py:  470: printSegment: false
   DEBUG: 2025-11-07 06:15:13,619:      pdf_renderer.py:  470: printSegment: 1          | John  | new@email.com | 2023-01-01 | NULL       | true
   DEBUG: 2025-11-07 06:15:13,620:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,620:      pdf_renderer.py:  470: printSegment: Full history
   DEBUG: 2025-11-07 06:15:13,621:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,622:      pdf_renderer.py:  470: printSegment: Most common
   DEBUG: 2025-11-07 06:15:13,623:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,624:      pdf_renderer.py:  470: printSegment: Example: Address changes
   DEBUG: 2025-11-07 06:15:13,624:      pdf_renderer.py:  470: printSegment: Type 3: Add New Column
   DEBUG: 2025-11-07 06:15:13,625:      pdf_renderer.py:  470: printSegment: customer_id | name  | current_email | previous_email
   DEBUG: 2025-11-07 06:15:13,626:      pdf_renderer.py:  470: printSegment: 1          | John  | new@email.com | old@email.com
   DEBUG: 2025-11-07 06:15:13,626:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,627:      pdf_renderer.py:  470: printSegment: Limited history
   DEBUG: 2025-11-07 06:15:13,628:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,628:      pdf_renderer.py:  470: printSegment: Simple queries
   DEBUG: 2025-11-07 06:15:13,629:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,629:      pdf_renderer.py:  470: printSegment: Example: Previous value only
   DEBUG: 2025-11-07 06:15:13,630:      pdf_renderer.py:  470: printSegment: Type 4: Separate History Table
   DEBUG: 2025-11-07 06:15:13,631:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,632:      pdf_renderer.py:  470: printSegment: Current in main table
   DEBUG: 2025-11-07 06:15:13,632:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,633:      pdf_renderer.py:  470: printSegment: History in separate table
   DEBUG: 2025-11-07 06:15:13,633:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,634:      pdf_renderer.py:  470: printSegment: Complex but flexible
   DEBUG: 2025-11-07 06:15:13,635:      pdf_renderer.py:  470: printSegment: Data Grain
   DEBUG: 2025-11-07 06:15:13,635:      pdf_renderer.py:  470: printSegment: Definition:
   DEBUG: 2025-11-07 06:15:13,636:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:13,636:      pdf_renderer.py:  470: printSegment: The level of detail in a fact table.
   DEBUG: 2025-11-07 06:15:13,637:      pdf_renderer.py:  470: printSegment: Examples:
   DEBUG: 2025-11-07 06:15:13,639:      pdf_renderer.py:  470: printSegment: Transaction Grain:
   DEBUG: 2025-11-07 06:15:13,640:      pdf_renderer.py:  470: printSegment: order_id | product_id | quantity | amount | order_date
   DEBUG: 2025-11-07 06:15:13,641:      pdf_renderer.py:  470: printSegment: 1        | 101        | 2        | 50.00  | 2024-01-01
   DEBUG: 2025-11-07 06:15:13,642:      pdf_renderer.py:  470: printSegment: 1        | 102        | 1        | 25.00  | 2024-01-01
   DEBUG: 2025-11-07 06:15:13,642:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,643:      pdf_renderer.py:  470: printSegment: Most detailed
   DEBUG: 2025-11-07 06:15:13,643:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,644:      pdf_renderer.py:  470: printSegment: One row per line item
   DEBUG: 2025-11-07 06:15:13,644:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,645:      pdf_renderer.py:  470: printSegment: Flexible for analysis
   DEBUG: 2025-11-07 06:15:13,646:      pdf_renderer.py:  470: printSegment: Daily Aggregate Grain:
   DEBUG: 2025-11-07 06:15:13,646:      pdf_renderer.py:  470: printSegment: date       | product_id | total_quantity | total_amount
   DEBUG: 2025-11-07 06:15:13,647:      pdf_renderer.py:  470: printSegment: 2024-01-01 | 101        | 10             | 250.00
   DEBUG: 2025-11-07 06:15:13,648:      pdf_renderer.py:  470: printSegment: 2024-01-01 | 102        | 5              | 125.00
   DEBUG: 2025-11-07 06:15:13,648:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,649:      pdf_renderer.py:  470: printSegment: Summarized by day
   DEBUG: 2025-11-07 06:15:13,649:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,650:      pdf_renderer.py:  470: printSegment: Faster queries
   DEBUG: 2025-11-07 06:15:13,650:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,651:      pdf_renderer.py:  470: printSegment: Less flexible
   DEBUG: 2025-11-07 06:15:13,651:      pdf_renderer.py:  470: printSegment: Choosing Grain:
   DEBUG: 2025-11-07 06:15:13,652:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,653:      pdf_renderer.py:  470: printSegment: Start with lowest grain possible
   DEBUG: 2025-11-07 06:15:13,653:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,654:      pdf_renderer.py:  470: printSegment: Aggregate up as needed
   DEBUG: 2025-11-07 06:15:13,655:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,655:      pdf_renderer.py:  470: printSegment: Consider query patterns
   DEBUG: 2025-11-07 06:15:13,656:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,657:      pdf_renderer.py:  470: printSegment: Balance detail vs performance
   DEBUG: 2025-11-07 06:15:13,657:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,658:      pdf_renderer.py:  470: printSegment: Document clearly
   DEBUG: 2025-11-07 06:15:13,658:      pdf_renderer.py:  470: printSegment: Grain Statement:
   DEBUG: 2025-11-07 06:15:13,659:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:13,660:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2025-11-07 06:15:13,661:      pdf_renderer.py:  470: printSegment: Each row represents one order line item
   DEBUG: 2025-11-07 06:15:13,662:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2025-11-07 06:15:13,663:      pdf_renderer.py:  470: printSegment: Module 8: Data Quality 
   DEBUG: 2025-11-07 06:15:13,664:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2025-11-07 06:15:13,665:      pdf_renderer.py:  470: printSegment:  Testing
   DEBUG: 2025-11-07 06:15:13,666:      pdf_renderer.py:  470: printSegment: Data Quality Dimensions
   DEBUG: 2025-11-07 06:15:13,667:      pdf_renderer.py:  470: printSegment: 1. Accuracy:
   DEBUG: 2025-11-07 06:15:13,668:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,669:      pdf_renderer.py:  470: printSegment: Data reflects reality
   DEBUG: 2025-11-07 06:15:13,669:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,670:      pdf_renderer.py:  470: printSegment: Correct values
   DEBUG: 2025-11-07 06:15:13,671:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,672:      pdf_renderer.py:  470: printSegment: No errors
   DEBUG: 2025-11-07 06:15:13,673:      pdf_renderer.py:  470: printSegment: 2. Completeness:
   DEBUG: 2025-11-07 06:15:13,673:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,674:      pdf_renderer.py:  470: printSegment: All required data present
   DEBUG: 2025-11-07 06:15:13,675:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,675:      pdf_renderer.py:  470: printSegment: No missing values
   DEBUG: 2025-11-07 06:15:13,676:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,677:      pdf_renderer.py:  470: printSegment: Full coverage
   DEBUG: 2025-11-07 06:15:13,677:      pdf_renderer.py:  470: printSegment: 3. Consistency:
   DEBUG: 2025-11-07 06:15:13,678:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,679:      pdf_renderer.py:  470: printSegment: Same data across systems
   DEBUG: 2025-11-07 06:15:13,679:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,680:      pdf_renderer.py:  470: printSegment: No contradictions
   DEBUG: 2025-11-07 06:15:13,680:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,681:      pdf_renderer.py:  470: printSegment: Standardized format
   DEBUG: 2025-11-07 06:15:13,682:      pdf_renderer.py:  470: printSegment: 4. Timeliness:
   DEBUG: 2025-11-07 06:15:13,683:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,683:      pdf_renderer.py:  470: printSegment: Data is current
   DEBUG: 2025-11-07 06:15:13,684:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,684:      pdf_renderer.py:  470: printSegment: Updated regularly
   DEBUG: 2025-11-07 06:15:13,685:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,685:      pdf_renderer.py:  470: printSegment: Available when needed
   DEBUG: 2025-11-07 06:15:13,686:      pdf_renderer.py:  470: printSegment: 5. Validity:
   DEBUG: 2025-11-07 06:15:13,687:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,687:      pdf_renderer.py:  470: printSegment: Conforms to rules
   DEBUG: 2025-11-07 06:15:13,688:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,689:      pdf_renderer.py:  470: printSegment: Correct format
   DEBUG: 2025-11-07 06:15:13,689:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,690:      pdf_renderer.py:  470: printSegment: Within acceptable range
   DEBUG: 2025-11-07 06:15:13,691:      pdf_renderer.py:  470: printSegment: 6. Uniqueness:
   DEBUG: 2025-11-07 06:15:13,691:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,692:      pdf_renderer.py:  470: printSegment: No duplicates
   DEBUG: 2025-11-07 06:15:13,692:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,693:      pdf_renderer.py:  470: printSegment: Unique identifiers
   DEBUG: 2025-11-07 06:15:13,693:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,694:      pdf_renderer.py:  470: printSegment: One version of truth
   DEBUG: 2025-11-07 06:15:13,694:      pdf_renderer.py:  470: printSegment: Testing Strategy
   DEBUG: 2025-11-07 06:15:13,695:      pdf_renderer.py:  470: printSegment: Test Pyramid:
   DEBUG: 2025-11-07 06:15:13,695:      pdf_renderer.py:  470: printSegment:         ┌─────────┐
   DEBUG: 2025-11-07 06:15:13,696:      pdf_renderer.py:  470: printSegment:         │  E2E    │  ← Few, expensive
   DEBUG: 2025-11-07 06:15:13,697:      pdf_renderer.py:  470: printSegment:         ├─────────┤
   DEBUG: 2025-11-07 06:15:13,698:      pdf_renderer.py:  470: printSegment:         │Integration│ ← Some
   DEBUG: 2025-11-07 06:15:13,698:      pdf_renderer.py:  470: printSegment:         ├─────────┤
   DEBUG: 2025-11-07 06:15:13,699:      pdf_renderer.py:  470: printSegment:         │  Unit   │  ← Many, cheap
   DEBUG: 2025-11-07 06:15:13,699:      pdf_renderer.py:  470: printSegment:         └─────────┘
   DEBUG: 2025-11-07 06:15:13,700:      pdf_renderer.py:  470: printSegment: Unit Tests (DBT Schema Tests):
   DEBUG: 2025-11-07 06:15:13,701:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,701:      pdf_renderer.py:  470: printSegment: Test individual columns
   DEBUG: 2025-11-07 06:15:13,702:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,702:      pdf_renderer.py:  470: printSegment: Fast execution
   DEBUG: 2025-11-07 06:15:13,703:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,703:      pdf_renderer.py:  470: printSegment: Run frequently
   DEBUG: 2025-11-07 06:15:13,704:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,704:      pdf_renderer.py:  470: printSegment: Examples: unique, not
   DEBUG: 2025-11-07 06:15:13,705:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2025-11-07 06:15:13,706:      pdf_renderer.py:  470: printSegment: null
   DEBUG: 2025-11-07 06:15:13,707:      pdf_renderer.py:  470: printSegment: Integration Tests (Custom SQL Tests):
   DEBUG: 2025-11-07 06:15:13,707:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,708:      pdf_renderer.py:  470: printSegment: Test relationships
   DEBUG: 2025-11-07 06:15:13,708:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,709:      pdf_renderer.py:  470: printSegment: Business logic validation
   DEBUG: 2025-11-07 06:15:13,709:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,710:      pdf_renderer.py:  470: printSegment: Cross-table checks
   DEBUG: 2025-11-07 06:15:13,711:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,711:      pdf_renderer.py:  470: printSegment: Examples: referential integrity
   DEBUG: 2025-11-07 06:15:13,712:      pdf_renderer.py:  470: printSegment: End-to-End Tests:
   DEBUG: 2025-11-07 06:15:13,713:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,713:      pdf_renderer.py:  470: printSegment: Full pipeline execution
